po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category,supplier_avg_delay,supplier_late_delivery_rate,order_size_vs_avg,days_since_last_order
PO101013,2024-07-06,SUP1007,Raw Materials Supplier 8 (USA),MAT2008,Raw Materials Item 9,Raw Materials,349,366487.31,127904071.13,91808.53,USD,2024-09-24,2024-09-24,Delivered,Paid,John Obi,Kano,1,0.35,0,262.5,1064.57,57.0,None,0,Raw Materials Supplier 8 (USA),78.0,94.7,11.0,5.51,63.0,16.7,0.0,0,36.6,Medium Risk,9.4,0.7,1.2213959682059836,0.0
PO100305,2024-07-19,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,876,36234.14,31741110.29,29069.3,USD,2024-07-30,2024-07-30,Delivered,Overdue,Chidi Eze,Lagos,1,0.8,0,266.04,965.99,57.0,None,0,Raw Materials Supplier 8 (USA),78.0,94.7,11.0,5.51,63.0,16.7,0.0,0,36.6,Medium Risk,9.4,0.6,0.30310578695484763,13.0
PO101488,2024-07-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,947,186492.67,176608557.2,136037.59,USD,2024-10-19,2024-10-19,Delivered,Overdue,John Obi,Lagos,1,0.55,0,245.93,959.49,54.0,None,0,Raw Materials Supplier 8 (USA),78.0,94.7,11.0,5.51,63.0,16.7,0.0,0,36.2,Medium Risk,9.0,0.5,1.6864903345845192,10.0
PO101660,2024-07-31,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,863,246333.76,212586037.09,180312.9,USD,2024-10-07,2024-10-07,Delivered,Paid,Chidi Eze,Ibadan,1,0.82,0,227.75,993.47,62.0,None,0,Raw Materials Supplier 8 (USA),78.0,94.7,11.0,5.51,63.0,16.7,0.0,0,37.4,Medium Risk,6.0,0.4,2.0300505394758477,2.0
PO102092,2024-07-31,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,438,179535.42,78636512.99,70242.91,USD,2024-10-07,2024-10-11,Delivered,Paid,John Obi,Kano,1,0.82,0,227.75,993.47,62.0,None,0,Raw Materials Supplier 8 (USA),78.0,94.7,11.0,5.51,63.0,16.7,4.0,1,37.4,Medium Risk,6.0,0.4,0.7509246505699045,0.0
PO100517,2024-08-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,365,260235.19,94985842.89,87600.87,USD,2024-08-19,2024-09-15,Delivered,Paid,Chidi Eze,Ibadan,1,0.82,0,232.5,1071.05,67.0,Strike,5,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,27.0,1,33.9,Medium Risk,0.8,0.4,0.9070495138858916,3.0
PO101596,2024-08-04,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,518,222346.94,115175713.76,85237.96,USD,2024-10-11,2024-10-11,Delivered,Paid,Chidi Eze,Ibadan,1,0.52,0,231.78,983.66,52.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,0.0,0,24.1,Low Risk,6.2,0.5,1.0998489037829773,1.0
PO102054,2024-08-04,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,1000,29150.5,29150497.04,19236.52,USD,2024-08-15,2024-08-18,Delivered,Paid,John Obi,Ibadan,1,0.52,0,231.78,983.66,52.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,3.0,1,24.1,Low Risk,6.2,0.4,0.2783672109988487,0.0
PO100313,2024-08-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,570,117287.7,66853988.03,42247.59,USD,2024-08-26,2024-09-20,Delivered,Overdue,Chidi Eze,Lagos,1,0.7,0,263.94,1030.64,49.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,25.0,1,23.7,Low Risk,6.8,0.4,0.6384096355724271,3.0
PO101731,2024-08-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2003,Raw Materials Item 4,Raw Materials,797,341856.65,272459750.55,333003.82,USD,2024-08-14,2024-09-12,Delivered,Paid,John Obi,Lagos,1,0.7,0,263.94,1030.64,49.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,29.0,1,23.7,Low Risk,11.8,0.5,2.6018033505903313,0.0
PO101795,2024-08-08,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,349,193042.86,67371957.03,44298.65,USD,2024-10-15,2024-11-12,Delivered,Paid,John Obi,Ibadan,1,0.34,0,267.25,1135.14,49.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,28.0,1,23.7,Low Risk,16.8,0.5,0.6433558835117337,1.0
PO102222,2024-08-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,180,88890.37,16000266.22,11581.96,USD,2024-09-03,2024-09-07,Delivered,Pending,Sarah Ahmed,Lagos,1,0.38,0,210.78,1072.16,41.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,4.0,1,22.5,Low Risk,17.0,0.6,0.15279154509059759,7.0
PO101890,2024-08-16,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,929,35529.47,33006874.7,24068.48,USD,2024-08-27,2024-08-25,Delivered,Paid,Chidi Eze,Ibadan,1,0.32,0,229.15,974.33,67.0,None,0,Raw Materials Supplier 8 (USA),76.0,78.4,5.3,0.95,40.0,20.8,-2.0,0,26.4,Low Risk,17.8,0.7,0.31519296708456607,1.0
PO101966,2024-09-02,SUP1007,Raw Materials Supplier 8 (USA),MAT2019,Raw Materials Item 20,Raw Materials,185,526844.44,97466221.41,76451.45,USD,2024-10-09,2024-10-14,Delivered,Paid,John Obi,Ibadan,1,0.68,0,273.47,976.15,50.0,None,0,Raw Materials Supplier 8 (USA),74.0,69.5,8.0,7.59,23.0,12.8,5.0,1,37.3,Medium Risk,16.8,0.7,0.9307354239369763,17.0
PO101580,2024-09-13,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,641,169976.0,108954617.0,97671.64,USD,2024-12-04,2024-12-04,Delivered,Paid,John Obi,Ibadan,1,0.65,0,257.47,1055.73,58.0,None,0,Raw Materials Supplier 8 (USA),74.0,69.5,8.0,7.59,23.0,12.8,0.0,0,38.5,Medium Risk,12.8,0.8,1.040441705612089,11.0
PO100537,2024-09-19,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,647,29792.89,19276002.11,23804.4,USD,2024-12-04,2024-12-30,Delivered,Paid,Chidi Eze,Ibadan,1,0.38,0,213.07,1181.73,57.0,None,0,Raw Materials Supplier 8 (USA),74.0,69.5,8.0,7.59,23.0,12.8,26.0,1,38.3,Medium Risk,7.0,0.7,0.18407257135978572,6.0
PO102167,2024-10-04,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,224,428864.83,96065722.31,89498.73,USD,2024-12-20,2025-01-18,Delivered,Paid,Chidi Eze,Lagos,1,0.76,0,231.26,1024.55,55.0,None,0,Raw Materials Supplier 8 (USA),63.0,83.2,13.9,3.2,28.0,5.4,29.0,1,41.8,Medium Risk,6.6,0.7,0.9173616201236676,15.0
PO102129,2024-10-08,SUP1007,Raw Materials Supplier 8 (USA),MAT2009,Raw Materials Item 10,Raw Materials,579,146362.71,84744010.46,67336.91,USD,2024-12-14,2024-12-14,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.47,0,240.0,1207.6,45.0,None,0,Raw Materials Supplier 8 (USA),63.0,83.2,13.9,3.2,28.0,5.4,0.0,0,40.2,Medium Risk,11.6,0.8,0.8092470536004095,4.0
PO100637,2024-10-26,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,674,35580.86,23981501.08,15458.79,USD,2024-11-06,2024-11-14,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.63,0,241.45,1076.53,66.0,None,0,Raw Materials Supplier 8 (USA),63.0,83.2,13.9,3.2,28.0,5.4,8.0,1,43.4,Medium Risk,12.0,0.7,0.2290068523375503,18.0
PO101928,2024-10-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,149,211289.39,31482119.28,36692.86,USD,2025-01-18,2025-02-16,Delivered,Pending,John Obi,Ibadan,1,0.49,0,260.99,1167.18,44.0,None,0,Raw Materials Supplier 8 (USA),63.0,83.2,13.9,3.2,28.0,5.4,29.0,1,40.1,Medium Risk,12.6,0.7,0.30063260081916887,2.0
PO101891,2024-11-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2008,Raw Materials Item 9,Raw Materials,271,355150.17,96245697.36,73566.97,USD,2025-01-22,2025-01-22,Delivered,Paid,Sarah Ahmed,Kano,0,0.26,0,262.4,1220.81,35.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,0.0,0,31.2,Medium Risk,18.4,0.7,0.9190802581506328,6.0
PO100952,2024-11-06,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,307,92710.02,28461976.37,27503.85,USD,2024-11-25,2024-11-25,Delivered,Overdue,John Obi,Ibadan,0,0.28,0,269.38,1204.38,28.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,0.0,0,30.2,Medium Risk,13.2,0.6,0.2717923118346951,3.0
PO102467,2024-11-08,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,76,97456.16,7406668.09,7787.32,USD,2024-11-27,2024-12-03,Delivered,Pending,John Obi,Lagos,0,0.27,0,247.31,1203.68,38.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,6.0,1,31.7,Medium Risk,7.4,0.5,0.0707285895049517,2.0
PO100020,2024-11-09,SUP1007,Raw Materials Supplier 8 (USA),MAT2008,Raw Materials Item 9,Raw Materials,491,310347.68,152380711.41,123732.32,USD,2025-01-28,2025-02-14,Delivered,Paid,Chidi Eze,Lagos,0,0.23,0,227.43,1080.52,35.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,17.0,1,31.2,Medium Risk,8.6,0.6,1.4551310595842293,1.0
PO101642,2024-11-09,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,453,366612.19,166075322.71,195584.37,USD,2024-11-23,2024-11-21,Delivered,Pending,John Obi,Ibadan,0,0.23,0,227.43,1080.52,35.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,-2.0,0,31.2,Medium Risk,10.4,0.6,1.5859051849126364,0.0
PO101530,2024-11-23,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,320,244642.9,78285728.74,86061.43,USD,2025-01-30,2025-02-24,Delivered,Paid,Chidi Eze,Ibadan,0,0.34,0,254.5,1056.06,40.0,Port Closure,6,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,25.0,1,41.0,Medium Risk,4.2,0.6,0.747574902083598,14.0
PO102354,2024-11-24,SUP1007,Raw Materials Supplier 8 (USA),MAT2011,Raw Materials Item 12,Raw Materials,797,186076.18,148302717.6,152071.13,USD,2025-01-22,2025-02-07,Delivered,Overdue,Chidi Eze,Ibadan,0,0.18,0,218.98,1227.34,30.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,16.0,1,30.5,Medium Risk,9.2,0.6,1.416189021587327,1.0
PO100978,2024-11-27,SUP1007,Raw Materials Supplier 8 (USA),MAT2013,Raw Materials Item 14,Raw Materials,667,38224.12,25495488.4,16018.49,USD,2025-01-16,2025-01-16,Delivered,Pending,Chidi Eze,Kano,0,0.29,0,277.23,1069.76,38.0,None,0,Raw Materials Supplier 8 (USA),82.0,90.9,7.0,7.85,80.0,24.5,0.0,0,31.7,Medium Risk,12.4,0.6,0.24346439064908304,3.0
PO102247,2024-12-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2009,Raw Materials Item 10,Raw Materials,989,148767.98,147131533.13,97862.16,USD,2025-02-08,2025-03-01,Delivered,Overdue,Chidi Eze,Ibadan,0,0.26,1,277.5,1224.57,38.0,None,0,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,21.0,1,38.3,Medium Risk,11.2,0.6,1.4050050148778803,6.0
PO100968,2024-12-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,451,23808.79,10737762.8,6889.09,USD,2025-02-21,2025-03-07,Delivered,Paid,Chidi Eze,Kano,0,0.39,1,288.93,1083.03,53.0,None,0,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,14.0,1,40.5,Medium Risk,12.0,0.6,0.10253825445589002,4.0
PO100854,2024-12-19,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,475,29826.68,14167672.87,11662.31,USD,2024-12-30,2024-12-30,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.14,1,279.45,1084.69,51.0,None,0,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,0.0,0,40.2,Medium Risk,15.2,0.6,0.1352915381770092,12.0
PO101128,2024-12-26,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,130,371587.5,48306374.59,57426.7,USD,2025-01-09,2025-01-05,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.38,1,288.38,1279.45,43.0,None,0,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,-4.0,0,39.0,Medium Risk,10.2,0.6,0.46129267537470275,7.0
PO100500,2024-12-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,594,233879.86,138924635.85,90545.62,USD,2025-01-13,2025-01-28,Delivered,Paid,Sarah Ahmed,Kano,0,0.15,1,292.19,1123.45,54.0,None,0,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,15.0,1,40.7,Medium Risk,6.2,0.6,1.3266347866223267,2.0
PO101304,2024-12-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,605,412957.97,249839571.18,163937.69,USD,2025-03-15,2025-04-07,Delivered,Paid,Chidi Eze,Kano,0,0.15,1,292.19,1123.45,54.0,None,0,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,23.0,1,40.7,Medium Risk,9.2,0.6,2.3857961849190117,0.0
PO100672,2024-12-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,782,110812.01,86654993.18,96386.69,USD,2025-01-29,2025-02-05,Delivered,Pending,John Obi,Lagos,0,0.28,1,285.02,1218.41,58.0,Strike,10,Raw Materials Supplier 8 (USA),58.0,91.6,8.3,4.98,26.0,8.7,7.0,1,56.3,Medium Risk,9.6,0.6,0.8274956251188799,1.0
PO101419,2025-01-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,592,106707.14,63170625.4,68502.26,USD,2025-02-15,2025-02-26,Delivered,Pending,Sarah Ahmed,Lagos,0,0.26,1,235.98,1315.08,40.0,None,0,Raw Materials Supplier 8 (USA),71.0,93.8,9.3,5.84,20.0,9.9,11.0,1,35.7,Medium Risk,8.2,0.7,0.603236054106439,17.0
PO102229,2025-01-15,SUP1007,Raw Materials Supplier 8 (USA),MAT2015,Raw Materials Item 16,Raw Materials,688,76984.43,52965287.57,40228.55,USD,2025-02-14,2025-03-02,Delivered,Pending,John Obi,Lagos,0,0.26,1,235.98,1315.08,40.0,None,0,Raw Materials Supplier 8 (USA),71.0,93.8,9.3,5.84,20.0,9.9,16.0,1,35.7,Medium Risk,10.4,0.7,0.5057820921674716,0.0
PO101480,2025-01-24,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,669,341024.0,228145056.97,182152.69,USD,2025-02-07,2025-03-06,Delivered,Paid,Sarah Ahmed,Lagos,0,0.28,1,261.57,1315.73,56.0,None,0,Raw Materials Supplier 8 (USA),71.0,93.8,9.3,5.84,20.0,9.9,27.0,1,38.1,Medium Risk,14.4,0.7,2.1786284852970845,9.0
PO101909,2025-01-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2011,Raw Materials Item 12,Raw Materials,934,199764.31,186579866.09,162422.83,USD,2025-03-29,2025-04-17,Delivered,Paid,John Obi,Lagos,0,0.33,1,279.98,1284.55,49.0,None,0,Raw Materials Supplier 8 (USA),71.0,93.8,9.3,5.84,20.0,9.9,19.0,1,37.0,Medium Risk,16.8,0.8,1.7817094809993663,5.0
PO101608,2025-01-30,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,427,183893.83,78522665.3,49948.63,USD,2025-04-22,2025-04-22,Delivered,Overdue,Sarah Ahmed,Kano,0,0.27,1,297.51,1293.17,44.0,None,0,Raw Materials Supplier 8 (USA),71.0,93.8,9.3,5.84,20.0,9.9,0.0,0,36.3,Medium Risk,16.0,0.8,0.7498374833802516,1.0
PO100900,2025-02-09,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,609,334207.68,203532479.31,171301.22,USD,2025-02-23,2025-02-18,Delivered,Paid,Chidi Eze,Kano,0,0.11,0,298.29,1232.75,39.0,None,0,Raw Materials Supplier 8 (USA),71.0,70.7,8.4,6.08,17.0,11.9,-5.0,0,35.0,Medium Risk,14.6,0.7,1.9435952853723821,10.0
PO102416,2025-02-17,SUP1007,Raw Materials Supplier 8 (USA),MAT2000,Raw Materials Item 1,Raw Materials,241,223195.05,53790007.16,38255.96,USD,2025-05-01,2025-05-07,Delivered,Paid,Chidi Eze,Ibadan,0,0.14,0,254.01,1201.03,29.0,None,0,Raw Materials Supplier 8 (USA),71.0,70.7,8.4,6.08,17.0,11.9,6.0,1,33.5,Medium Risk,11.4,0.7,0.5136575974053204,8.0
PO101626,2025-03-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,520,25082.23,13042761.71,12542.85,USD,2025-05-18,2025-05-18,Delivered,Pending,John Obi,Kano,0,0.12,0,303.12,1163.78,31.0,None,0,Raw Materials Supplier 8 (USA),66.0,72.4,5.9,7.97,79.0,10.5,0.0,0,36.1,Medium Risk,9.4,0.8,0.12454940977346968,14.0
PO100428,2025-03-10,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,724,375992.69,272218707.78,276760.62,USD,2025-03-24,2025-04-12,Delivered,Paid,Sarah Ahmed,Lagos,0,0.11,0,283.19,1313.98,41.0,None,0,Raw Materials Supplier 8 (USA),66.0,72.4,5.9,7.97,79.0,10.5,19.0,1,37.6,Medium Risk,4.0,0.7,2.5995015578104597,7.0
PO101202,2025-03-12,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,473,217600.76,102925160.13,65136.22,USD,2025-03-28,2025-04-06,Delivered,Overdue,Chidi Eze,Lagos,0,0.36,0,251.34,1176.31,32.0,None,0,Raw Materials Supplier 8 (USA),66.0,72.4,5.9,7.97,79.0,10.5,9.0,1,36.3,Medium Risk,4.0,0.7,0.9828645366726824,2.0
PO100308,2025-03-31,SUP1007,Raw Materials Supplier 8 (USA),MAT2007,Raw Materials Item 8,Raw Materials,196,365093.05,71558237.26,46562.22,USD,2025-05-04,2025-05-13,Delivered,Paid,Sarah Ahmed,Lagos,0,0.27,0,267.65,1223.35,30.0,None,0,Raw Materials Supplier 8 (USA),66.0,72.4,5.9,7.97,79.0,10.5,9.0,1,36.0,Medium Risk,5.8,0.7,0.6833319823921636,19.0
PO101111,2025-03-31,SUP1007,Raw Materials Supplier 8 (USA),MAT2007,Raw Materials Item 8,Raw Materials,958,300762.13,288130120.86,256424.31,USD,2025-05-04,2025-05-14,Delivered,Pending,Chidi Eze,Kano,0,0.27,0,267.65,1223.35,30.0,None,0,Raw Materials Supplier 8 (USA),66.0,72.4,5.9,7.97,79.0,10.5,10.0,1,36.0,Medium Risk,8.6,0.7,2.7514446164846387,0.0
PO101733,2025-04-10,SUP1007,Raw Materials Supplier 8 (USA),MAT2007,Raw Materials Item 8,Raw Materials,488,357368.79,174395968.71,202006.02,USD,2025-05-14,2025-05-14,Delivered,Paid,Chidi Eze,Lagos,1,0.85,0,244.72,1220.01,44.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,0.0,0,48.4,Medium Risk,9.4,0.7,1.665361635262367,10.0
PO101859,2025-04-17,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,248,158421.61,39288560.17,28557.47,USD,2025-07-08,2025-07-24,Delivered,Paid,John Obi,Ibadan,1,0.83,0,274.84,1214.87,42.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,16.0,1,48.1,Medium Risk,9.4,0.6,0.37517874579209415,7.0
PO101280,2025-04-18,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,342,222617.92,76135327.58,81588.1,USD,2025-06-25,2025-06-25,Delivered,Paid,Chidi Eze,Kano,1,0.84,0,281.96,1212.47,68.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,0.0,0,52.0,Medium Risk,8.8,0.6,0.727040049020321,1.0
PO100283,2025-04-19,SUP1007,Raw Materials Supplier 8 (USA),MAT2008,Raw Materials Item 9,Raw Materials,248,385918.0,95707665.15,73128.87,USD,2025-07-08,2025-07-03,Delivered,Paid,Chidi Eze,Ibadan,1,0.88,0,283.99,1396.03,61.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,-5.0,0,50.9,Medium Risk,7.0,0.6,0.913942420345681,1.0
PO101873,2025-04-20,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,344,145363.67,50005102.77,49524.49,USD,2025-05-21,2025-05-21,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.35,0,250.51,1267.28,65.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,0.0,0,51.5,Medium Risk,4.2,0.6,0.4775143619230619,1.0
PO102186,2025-04-21,SUP1007,Raw Materials Supplier 8 (USA),MAT2012,Raw Materials Item 13,Raw Materials,438,452773.15,198314639.08,196720.77,USD,2025-05-04,2025-04-29,Delivered,Paid,Chidi Eze,Kano,1,0.84,0,264.07,1399.31,44.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,-5.0,0,48.4,Medium Risk,2.2,0.5,1.8937684975042501,1.0
PO100192,2025-04-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,256,89149.65,22822311.02,25913.32,USD,2025-05-18,2025-05-18,Delivered,Paid,John Obi,Kano,1,0.38,0,253.78,1330.49,57.0,None,0,Raw Materials Supplier 8 (USA),56.0,81.9,13.4,7.18,18.0,23.9,0.0,0,50.3,Medium Risk,1.2,0.5,0.21793738399960022,8.0
PO100869,2025-05-01,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,24,25378.39,609081.25,638.64,USD,2025-07-16,2025-07-25,Delivered,Paid,Chidi Eze,Lagos,1,0.53,0,262.39,1317.13,43.0,None,0,Raw Materials Supplier 8 (USA),85.0,69.8,4.0,7.23,32.0,6.8,9.0,1,27.3,Low Risk,-2.0,0.4,0.005816307303492638,2.0
PO101851,2025-05-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2001,Raw Materials Item 2,Raw Materials,516,73729.27,38044302.36,28956.1,USD,2025-06-11,2025-06-11,Delivered,Paid,Sarah Ahmed,Kano,1,0.5,0,305.16,1445.46,69.0,None,0,Raw Materials Supplier 8 (USA),85.0,69.8,4.0,7.23,32.0,6.8,0.0,0,31.2,Medium Risk,-0.2,0.4,0.36329693891044945,6.0
PO102398,2025-05-08,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,400,358064.97,143225989.92,122323.98,USD,2025-05-22,2025-06-19,Delivered,Paid,John Obi,Ibadan,1,0.49,0,315.88,1276.82,49.0,None,0,Raw Materials Supplier 8 (USA),85.0,69.8,4.0,7.23,32.0,6.8,28.0,1,28.2,Low Risk,0.8,0.3,1.3677097615821514,1.0
PO102177,2025-05-10,SUP1007,Raw Materials Supplier 8 (USA),MAT2015,Raw Materials Item 16,Raw Materials,385,77795.14,29951129.43,28979.76,USD,2025-06-09,2025-06-09,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.45,0,270.47,1438.05,52.0,None,0,Raw Materials Supplier 8 (USA),85.0,69.8,4.0,7.23,32.0,6.8,0.0,0,28.6,Low Risk,6.4,0.3,0.28601270003232293,2.0
PO101502,2025-05-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2003,Raw Materials Item 4,Raw Materials,675,255458.36,172434390.89,137884.68,USD,2025-06-04,2025-07-04,Delivered,Overdue,John Obi,Kano,1,0.44,0,275.55,1294.31,59.0,None,0,Raw Materials Supplier 8 (USA),85.0,69.8,4.0,7.23,32.0,6.8,30.0,1,29.7,Low Risk,7.4,0.3,1.646629915313944,18.0
PO102355,2025-05-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2015,Raw Materials Item 16,Raw Materials,179,70067.9,12542154.7,12121.1,USD,2025-06-28,2025-07-07,Delivered,Paid,Sarah Ahmed,Kano,1,0.32,0,292.63,1298.77,58.0,None,0,Raw Materials Supplier 8 (USA),85.0,69.8,4.0,7.23,32.0,6.8,9.0,1,29.5,Low Risk,13.4,0.3,0.11976895690541206,1.0
PO100531,2025-06-01,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,749,424418.79,317889675.65,336812.79,USD,2025-08-17,2025-09-15,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.46,0,313.28,1388.99,59.0,None,0,Raw Materials Supplier 8 (USA),67.0,78.2,10.8,7.05,44.0,13.3,29.0,1,43.4,Medium Risk,13.4,0.4,3.035627910378132,3.0
PO100598,2025-06-17,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,664,174688.27,115993008.32,72668.31,USD,2025-09-07,2025-09-22,Delivered,Paid,Sarah Ahmed,Lagos,1,0.65,0,274.17,1456.38,59.0,None,0,Raw Materials Supplier 8 (USA),67.0,78.2,10.8,7.05,44.0,13.3,15.0,1,43.4,Medium Risk,19.2,0.5,1.107653505087701,16.0
