po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category
PO100633,2024-07-15,SUP1029,Services Supplier 2 (NIG),MAT2061,Services Item 8,Services,199,567734.72,112979208.3,,NGN,2024-08-10,2024-09-03,Delivered,Paid,Chidi Eze,Lagos,1,0.86,0,229.18,1049.12,44.0,None,0,Services Supplier 2 (NIG),60,80.7,12.8,7.49,45,20.1,24.0,1,46.6,Medium Risk
PO100634,2025-03-25,SUP1019,Equipment Supplier 1 (NIG),MAT2046,Equipment Item 8,Equipment,553,402122.09,222373516.65,,NGN,2025-04-14,2025-04-26,Delivered,Paid,Chidi Eze,Lagos,0,0.19,0,305.08,1231.62,27.0,None,0,Equipment Supplier 1 (NIG),77,67.1,14.3,6.6,49,15.8,12.0,1,37.4,Medium Risk
PO100635,2025-11-21,SUP1026,Equipment Supplier 8 (NIG),MAT2047,Equipment Item 9,Equipment,763,162157.08,123725848.62,,NGN,2025-12-11,2025-12-29,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.37,0,326.39,1583.71,39.0,None,0,Equipment Supplier 8 (NIG),70,71.1,7.0,1.85,44,15.3,18.0,1,27.6,Low Risk
PO100636,2025-06-15,SUP1004,Raw Materials Supplier 5 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,384,402722.32,154645369.0,,NGN,2025-08-31,2025-08-30,Delivered,Paid,John Obi,Ibadan,1,0.48,0,326.88,1384.48,50.0,None,0,Raw Materials Supplier 5 (NIG),78,61.5,14.2,4.41,47,19.6,-1.0,0,37.1,Medium Risk
PO100637,2024-10-26,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,674,35580.86,23981501.08,15458.79,USD,2024-11-06,2024-11-14,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.63,0,241.45,1076.53,66.0,None,0,Raw Materials Supplier 8 (USA),79,71.2,14.6,7.71,53,13.9,8.0,1,44.5,Medium Risk
PO100638,2024-11-24,SUP1039,Services Supplier 12 (IND),MAT2056,Services Item 3,Services,293,363865.39,106612558.83,97074.86,USD,2025-02-13,2025-03-12,Delivered,Paid,Sarah Ahmed,Kano,0,0.18,0,218.98,1227.34,30.0,None,0,Services Supplier 12 (IND),54,84.8,14.0,1.09,63,5.5,27.0,1,38.5,Medium Risk
PO100639,2025-08-22,SUP1019,Equipment Supplier 1 (NIG),MAT2041,Equipment Item 3,Equipment,472,73220.31,34559985.03,,NGN,2025-10-12,2025-10-11,Delivered,Overdue,John Obi,Lagos,1,0.48,0,276.86,1369.52,45.0,None,0,Equipment Supplier 1 (NIG),77,73.4,7.5,4.98,24,11.9,-1.0,0,30.9,Medium Risk
PO100640,2025-03-31,SUP1015,Packaging Supplier 8 (NIG),MAT2036,Packaging Item 16,Packaging,305,147655.46,45034916.64,,NGN,2025-05-27,2025-05-27,Delivered,Paid,Chidi Eze,Lagos,0,0.27,0,267.65,1223.35,30.0,None,0,Packaging Supplier 8 (NIG),77,79.9,13.9,1.99,63,15.8,0.0,0,30.6,Medium Risk
PO100641,2025-07-17,SUP1009,Packaging Supplier 2 (CHI),MAT2029,Packaging Item 9,Packaging,905,26936.78,24377782.29,15609.93,USD,2025-09-27,2025-09-27,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.87,0,290.69,1328.99,55.0,None,0,Packaging Supplier 2 (CHI),25,62.5,10.0,3.04,71,6.0,0.0,0,52.8,Medium Risk
PO100642,2025-04-30,SUP1037,Services Supplier 10 (NIG),MAT2067,Services Item 14,Services,765,110994.14,84910517.21,,NGN,2025-07-04,2025-07-04,Delivered,Paid,Chidi Eze,Kano,1,0.32,0,267.19,1240.5,58.0,None,0,Services Supplier 10 (NIG),73,82.0,8.5,6.54,33,25.3,0.0,0,37.8,Medium Risk
PO100643,2025-02-02,SUP1036,Services Supplier 9 (NIG),MAT2057,Services Item 4,Services,602,212406.31,127868601.06,,NGN,2025-02-14,2025-03-01,Delivered,Overdue,Sarah Ahmed,Ibadan,0,0.3,0,283.86,1176.46,39.0,None,0,Services Supplier 9 (NIG),85,64.7,3.4,7.34,61,27.0,15.0,1,26.3,Low Risk
PO100644,2025-09-27,SUP1018,Packaging Supplier 11 (IND),MAT2032,Packaging Item 12,Packaging,929,70391.26,65393476.92,69761.25,USD,2025-12-15,2025-12-15,Delivered,Pending,John Obi,Lagos,1,0.31,0,277.36,1573.84,51.0,None,0,Packaging Supplier 11 (IND),70,83.9,14.5,7.1,33,12.3,0.0,0,44.8,Medium Risk
PO100645,2025-02-20,SUP1026,Equipment Supplier 8 (NIG),MAT2053,Equipment Item 15,Equipment,476,392840.14,186991905.2,,NGN,2025-04-01,2025-04-06,Delivered,Pending,John Obi,Lagos,0,0.37,0,283.54,1219.49,26.0,None,0,Equipment Supplier 8 (NIG),75,87.8,13.3,6.89,89,27.7,5.0,1,37.5,Medium Risk
PO100646,2026-02-19,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,175,276267.78,48346861.66,,NGN,2026-05-01,,Pending,Pending,Sarah Ahmed,Kano,0,0.13,0,302.67,1757.37,24.0,None,0,Packaging Supplier 8 (NIG),82,71.1,13.0,6.5,49,23.7,,0,33.6,Medium Risk
PO100647,2024-07-03,SUP1032,Services Supplier 5 (NIG),MAT2060,Services Item 7,Services,276,176784.92,48792638.33,,NGN,2024-09-19,2024-09-19,Delivered,Pending,Sarah Ahmed,Lagos,1,0.48,0,247.88,1010.22,49.0,None,0,Services Supplier 5 (NIG),81,78.8,12.6,4.16,81,26.7,0.0,0,33.8,Medium Risk
PO100648,2025-03-12,SUP1039,Services Supplier 12 (IND),MAT2062,Services Item 9,Services,562,536220.02,301355651.43,245620.77,USD,2025-04-10,2025-04-10,Partial,Overdue,John Obi,Ibadan,0,0.36,0,251.34,1176.31,32.0,None,0,Services Supplier 12 (IND),39,82.0,10.3,4.85,28,7.2,0.0,0,46.8,Medium Risk
PO100649,2025-01-17,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,14,196146.49,2746050.83,,NGN,2025-02-02,2025-03-01,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.25,1,263.33,1223.4,51.0,None,0,Packaging Supplier 8 (NIG),82,78.4,6.4,7.5,90,25.1,27.0,1,32.5,Medium Risk
PO100650,2025-10-04,SUP1018,Packaging Supplier 11 (IND),MAT2037,Packaging Item 17,Packaging,828,361577.09,299385831.34,196253.64,USD,2025-11-18,2025-11-20,Delivered,Paid,John Obi,Kano,1,0.56,0,316.88,1557.27,53.0,None,0,Packaging Supplier 11 (IND),77,72.9,6.0,5.34,19,21.8,2.0,1,31.2,Medium Risk
PO100651,2025-09-11,SUP1006,Raw Materials Supplier 7 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,325,104804.36,34061416.44,,NGN,2025-11-17,2025-11-26,Delivered,Paid,Sarah Ahmed,Lagos,1,0.44,0,284.34,1567.51,51.0,None,0,Raw Materials Supplier 7 (NIG),74,69.5,8.0,7.59,23,17.8,9.0,1,37.4,Medium Risk
PO100652,2025-11-08,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,607,307216.41,186480361.26,,NGN,2025-11-20,2025-12-02,Delivered,Paid,Chidi Eze,Ibadan,0,0.36,0,322.08,1619.52,29.0,None,0,Packaging Supplier 6 (NIG),58,86.9,2.4,4.48,76,26.2,12.0,1,30.3,Medium Risk
PO100653,2026-01-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,534,233381.99,124625982.26,104519.35,USD,2026-02-03,,Pending,Pending,John Obi,Kano,0,0.14,1,356.1,1635.12,52.0,None,0,Raw Materials Supplier 2 (UK),80,79.5,4.3,4.69,76,10.1,,0,27.1,Low Risk
PO100654,2025-02-28,SUP1030,Services Supplier 3 (CHI),MAT2054,Services Item 1,Services,161,313715.55,50508203.49,44223.5,USD,2025-04-30,2025-04-25,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.25,0,265.9,1166.93,32.0,None,0,Services Supplier 3 (CHI),65,72.6,7.2,5.08,60,22.5,-5.0,0,33.6,Medium Risk
PO100655,2025-09-21,SUP1001,Raw Materials Supplier 2 (UK),MAT2020,Raw Materials Item 21,Raw Materials,230,232226.62,53412123.16,46229.2,USD,2025-11-28,2025-12-21,Delivered,Overdue,Chidi Eze,Ibadan,1,0.51,0,315.77,1601.56,51.0,None,0,Raw Materials Supplier 2 (UK),72,74.3,4.5,5.82,15,16.6,23.0,1,32.1,Medium Risk
PO100656,2024-07-16,SUP1006,Raw Materials Supplier 7 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,157,216092.97,33926595.69,,NGN,2024-08-01,2024-08-29,Delivered,Paid,Chidi Eze,Ibadan,1,0.67,0,216.08,946.24,57.0,None,0,Raw Materials Supplier 7 (NIG),79,80.8,8.6,2.17,52,25.7,28.0,1,28.8,Low Risk
PO100657,2024-05-25,SUP1005,Raw Materials Supplier 6 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,429,134737.89,57802553.18,,NGN,2024-07-31,2024-07-31,Delivered,Overdue,Chidi Eze,Kano,1,0.82,0,204.79,908.54,50.0,None,0,Raw Materials Supplier 6 (NIG),66,87.2,5.1,5.91,83,26.4,0.0,0,35.1,Medium Risk
PO100658,2024-07-14,SUP1010,Packaging Supplier 3 (NIG),MAT2025,Packaging Item 5,Packaging,200,92055.52,18411104.5,,NGN,2024-08-27,2024-08-27,Delivered,Pending,Chidi Eze,Ibadan,1,0.75,0,241.51,1059.79,46.0,None,0,Packaging Supplier 3 (NIG),38,80.7,8.0,4.66,71,13.5,0.0,0,46.7,Medium Risk
PO100659,2025-07-14,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,239,419119.55,100169572.91,,NGN,2025-08-09,2025-08-09,Delivered,Overdue,John Obi,Kano,1,0.35,0,295.07,1458.63,58.0,None,0,Services Supplier 9 (NIG),66,64.9,5.2,0.59,68,13.0,0.0,0,28.4,Low Risk
PO100660,2026-01-06,SUP1025,Equipment Supplier 7 (GER),MAT2053,Equipment Item 15,Equipment,437,293796.53,128389082.72,84165.58,USD,2026-02-15,2026-02-11,Delivered,Pending,Sarah Ahmed,Lagos,0,0.2,1,302.98,1565.57,50.0,None,0,Equipment Supplier 7 (GER),61,87.5,6.4,5.51,74,17.0,-4.0,0,37.8,Medium Risk
PO100661,2025-10-30,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,605,323881.75,195948459.87,,NGN,2026-01-17,2026-01-28,Delivered,Overdue,Chidi Eze,Lagos,1,0.76,0,291.9,1623.92,58.0,None,0,Equipment Supplier 3 (NIG),24,66.1,4.0,4.19,68,28.9,11.0,1,49.4,Medium Risk
PO100662,2025-03-13,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,875,412035.11,360530721.89,,NGN,2025-03-26,2025-03-30,Delivered,Paid,Sarah Ahmed,Lagos,0,0.33,0,292.66,1200.92,42.0,None,0,Raw Materials Supplier 7 (NIG),81,68.2,10.9,1.67,25,12.2,4.0,1,27.3,Low Risk
PO100663,2024-04-19,SUP1026,Equipment Supplier 8 (NIG),MAT2053,Equipment Item 15,Equipment,379,324413.45,122952699.18,,NGN,2024-05-29,2024-06-15,Partial,Pending,Chidi Eze,Kano,1,0.83,0,213.73,931.38,45.0,None,0,Equipment Supplier 8 (NIG),60,88.9,2.1,0.57,60,10.6,17.0,1,25.7,Low Risk
PO100664,2024-05-13,SUP1008,Packaging Supplier 1 (CHI),MAT2028,Packaging Item 8,Packaging,794,321880.64,255573227.3,181032.73,USD,2024-07-23,2024-07-28,Delivered,Pending,Chidi Eze,Ibadan,1,0.83,0,230.58,977.36,55.0,None,0,Packaging Supplier 1 (CHI),64,71.7,13.3,6.97,35,22.4,5.0,1,46.4,Medium Risk
PO100665,2024-11-28,SUP1023,Equipment Supplier 5 (IND),MAT2050,Equipment Item 12,Equipment,108,269082.08,29060865.11,26875.77,USD,2025-01-06,2025-01-06,Delivered,Pending,Sarah Ahmed,Ibadan,0,0.19,0,221.53,1101.16,25.0,None,0,Equipment Supplier 5 (IND),24,87.4,7.5,7.53,54,22.8,0.0,0,52.9,Medium Risk
PO100666,2025-04-21,SUP1026,Equipment Supplier 8 (NIG),MAT2045,Equipment Item 7,Equipment,953,405699.88,386631981.92,,NGN,2025-07-07,2025-07-07,Delivered,Paid,John Obi,Kano,1,0.84,0,264.07,1399.31,44.0,None,0,Equipment Supplier 8 (NIG),67,86.3,10.4,4.32,78,20.4,0.0,0,36.7,Medium Risk
PO100667,2025-11-14,SUP1004,Raw Materials Supplier 5 (NIG),MAT2019,Raw Materials Item 20,Raw Materials,437,501082.32,218972974.45,,NGN,2025-12-21,2025-12-21,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.21,0,323.06,1606.11,29.0,None,0,Raw Materials Supplier 5 (NIG),65,92.6,15.0,5.19,22,17.1,0.0,0,41.1,Medium Risk
PO100668,2025-01-09,SUP1025,Equipment Supplier 7 (GER),MAT2051,Equipment Item 13,Equipment,152,54843.23,8336170.36,5514.14,USD,2025-03-11,2025-03-27,Delivered,Pending,John Obi,Kano,0,0.28,1,286.95,1256.51,44.0,Strike,7,Equipment Supplier 7 (GER),83,89.7,2.8,1.46,71,6.1,16.0,1,28.9,Low Risk
PO100669,2024-06-25,SUP1008,Packaging Supplier 1 (CHI),MAT2024,Packaging Item 4,Packaging,141,252610.13,35618028.18,38974.19,USD,2024-09-11,2024-09-11,Delivered,Paid,John Obi,Ibadan,1,0.63,0,224.65,1005.93,59.0,None,0,Packaging Supplier 1 (CHI),40,86.9,2.7,2.81,72,10.8,0.0,0,39.8,Medium Risk
PO100670,2026-02-01,SUP1005,Raw Materials Supplier 6 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,89,286973.7,25540659.24,,NGN,2026-03-07,,Pending,Pending,John Obi,Lagos,0,0.14,0,282.11,1754.83,28.0,None,0,Raw Materials Supplier 6 (NIG),64,63.2,7.2,7.38,24,24.5,,0,36.9,Medium Risk
PO100671,2024-06-14,SUP1004,Raw Materials Supplier 5 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,822,197688.41,162499869.81,,NGN,2024-08-12,2024-09-06,Delivered,Pending,John Obi,Lagos,1,0.31,0,215.0,957.38,47.0,None,0,Raw Materials Supplier 5 (NIG),68,73.8,4.1,6.03,64,26.6,25.0,1,33.0,Medium Risk
PO100672,2024-12-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,782,110812.01,86654993.18,96386.69,USD,2025-01-29,2025-02-05,Delivered,Pending,John Obi,Lagos,0,0.28,1,285.02,1218.41,58.0,Strike,10,Raw Materials Supplier 8 (USA),58,64.6,2.3,7.89,49,17.1,7.0,1,54.6,Medium Risk
PO100673,2024-07-23,SUP1023,Equipment Supplier 5 (IND),MAT2047,Equipment Item 9,Equipment,981,143460.8,140735046.3,130097.9,USD,2024-08-12,2024-08-22,Delivered,Paid,John Obi,Kano,1,0.39,0,237.16,990.08,57.0,None,0,Equipment Supplier 5 (IND),42,78.0,8.9,5.71,73,14.5,10.0,1,49.2,Medium Risk
PO100674,2024-03-10,SUP1018,Packaging Supplier 11 (IND),MAT2032,Packaging Item 12,Packaging,742,55952.37,41516657.91,40484.88,USD,2024-05-28,2024-06-26,Partial,Paid,John Obi,Kano,0,0.1,0,226.84,900.42,41.0,None,0,Packaging Supplier 11 (IND),79,79.2,13.5,5.21,81,22.3,29.0,1,35.9,Medium Risk
PO100675,2026-02-18,SUP1037,Services Supplier 10 (NIG),MAT2063,Services Item 10,Services,385,14545.67,5600084.05,,NGN,2026-04-08,,Pending,Pending,Chidi Eze,Lagos,0,0.17,0,282.39,1808.03,31.0,None,0,Services Supplier 10 (NIG),66,76.3,10.4,7.25,74,12.2,,0,39.5,Medium Risk
PO100676,2024-08-28,SUP1025,Equipment Supplier 7 (GER),MAT2043,Equipment Item 5,Equipment,398,80851.63,32178947.22,26563.42,USD,2024-11-12,2024-11-27,Delivered,Paid,Chidi Eze,Lagos,1,0.62,0,246.24,1107.59,67.0,None,0,Equipment Supplier 7 (GER),84,68.7,4.1,2.83,27,5.6,15.0,1,24.8,Low Risk
PO100677,2025-07-16,SUP1020,Equipment Supplier 2 (CHI),MAT2045,Equipment Item 7,Equipment,731,322507.32,235752852.39,171119.45,USD,2025-10-01,2025-10-01,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.61,0,311.56,1377.84,42.0,None,0,Equipment Supplier 2 (CHI),38,89.1,8.7,4.17,64,14.5,0.0,0,46.1,Medium Risk
PO100678,2025-10-31,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,713,545429.78,388891430.5,336654.53,USD,2025-12-24,2026-01-06,Delivered,Overdue,John Obi,Lagos,1,0.57,0,344.17,1529.72,55.0,None,0,Equipment Supplier 7 (GER),83,78.9,3.9,4.02,58,10.8,13.0,1,25.0,Low Risk
PO100679,2025-06-26,SUP1024,Equipment Supplier 6 (IND),MAT2047,Equipment Item 9,Equipment,193,113388.79,21884035.59,16339.57,USD,2025-07-16,2025-08-05,Delivered,Paid,John Obi,Lagos,1,0.5,0,246.89,1484.22,62.0,None,0,Equipment Supplier 6 (IND),37,62.8,13.4,5.38,83,5.6,20.0,1,56.0,Medium Risk
PO100680,2025-04-04,SUP1039,Services Supplier 12 (IND),MAT2063,Services Item 10,Services,721,13991.41,10087805.87,11445.5,USD,2025-05-23,2025-05-28,Delivered,Paid,Sarah Ahmed,Lagos,1,0.63,0,285.86,1204.2,41.0,None,0,Services Supplier 12 (IND),64,80.9,3.4,2.62,38,6.9,5.0,1,27.9,Low Risk
PO100681,2025-10-26,SUP1038,Services Supplier 11 (CHI),MAT2068,Services Item 15,Services,135,144247.71,19473441.06,17085.51,USD,2025-12-01,2025-12-13,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.67,0,322.88,1522.44,52.0,None,0,Services Supplier 11 (CHI),64,89.6,11.0,3.78,51,19.0,12.0,1,38.9,Medium Risk
PO100682,2026-01-07,SUP1029,Services Supplier 2 (NIG),MAT2069,Services Item 16,Services,506,12992.66,6574286.98,,NGN,2026-02-07,2026-02-07,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.21,1,347.38,1504.57,48.0,None,0,Services Supplier 2 (NIG),57,78.1,4.5,3.67,69,15.1,0.0,0,34.4,Medium Risk
PO100683,2025-07-18,SUP1012,Packaging Supplier 5 (USA),MAT2031,Packaging Item 11,Packaging,653,414429.05,270622171.79,328513.15,USD,2025-08-24,2025-08-23,Delivered,Paid,John Obi,Ibadan,1,0.62,0,331.02,1569.15,68.0,None,0,Packaging Supplier 5 (USA),70,91.8,10.0,2.32,31,5.3,-1.0,0,35.7,Medium Risk
PO100684,2025-11-05,SUP1021,Equipment Supplier 3 (NIG),MAT2051,Equipment Item 13,Equipment,166,45256.3,7512545.74,,NGN,2026-01-05,2026-01-04,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.38,0,324.57,1486.2,33.0,None,0,Equipment Supplier 3 (NIG),35,70.6,4.7,0.85,17,17.2,-1.0,0,36.9,Medium Risk
PO100685,2024-12-21,SUP1029,Services Supplier 2 (NIG),MAT2056,Services Item 3,Services,512,439049.72,224793454.09,,NGN,2025-03-12,2025-04-10,Delivered,Paid,Sarah Ahmed,Lagos,0,0.4,1,274.51,1200.43,57.0,None,0,Services Supplier 2 (NIG),80,76.9,11.9,3.71,25,25.2,29.0,1,34.0,Medium Risk
PO100686,2025-03-23,SUP1030,Services Supplier 3 (CHI),MAT2057,Services Item 4,Services,332,256309.76,85094840.8,73736.16,USD,2025-04-04,2025-04-04,Delivered,Pending,Chidi Eze,Lagos,0,0.21,0,281.03,1186.75,25.0,None,0,Services Supplier 3 (CHI),60,63.5,7.9,5.74,32,5.5,0.0,0,36.3,Medium Risk
PO100687,2025-07-12,SUP1031,Services Supplier 4 (NIG),MAT2058,Services Item 5,Services,147,178074.4,26176936.54,,NGN,2025-07-24,2025-07-26,Delivered,Overdue,Chidi Eze,Kano,1,0.82,0,256.04,1320.3,63.0,None,0,Services Supplier 4 (NIG),59,71.3,12.3,6.99,21,27.0,2.0,1,48.6,Medium Risk
PO100688,2026-01-26,SUP1037,Services Supplier 10 (NIG),MAT2056,Services Item 3,Services,497,448642.89,222975516.9,,NGN,2026-04-17,,Pending,Pending,John Obi,Ibadan,0,0.16,1,341.2,1716.66,61.0,None,0,Services Supplier 10 (NIG),60,80.0,13.1,2.17,74,23.4,,0,41.5,Medium Risk
PO100689,2024-11-20,SUP1030,Services Supplier 3 (CHI),MAT2063,Services Item 10,Services,615,15950.9,9809806.23,7583.62,USD,2025-01-08,2025-01-21,Delivered,Paid,Chidi Eze,Lagos,0,0.25,0,256.08,1187.91,34.0,None,0,Services Supplier 3 (CHI),60,94.6,3.3,4.42,15,12.5,13.0,1,31.0,Medium Risk
PO100690,2024-07-05,SUP1026,Equipment Supplier 8 (NIG),MAT2044,Equipment Item 6,Equipment,367,359228.12,131836720.99,,NGN,2024-10-03,2024-10-19,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.35,0,201.27,986.45,50.0,None,0,Equipment Supplier 8 (NIG),65,89.7,5.2,1.97,37,26.9,16.0,1,29.7,Low Risk
PO100691,2025-04-21,SUP1024,Equipment Supplier 6 (IND),MAT2052,Equipment Item 14,Equipment,67,25099.94,1681696.21,1684.91,USD,2025-06-09,2025-06-09,Delivered,Paid,Sarah Ahmed,Lagos,1,0.84,0,264.07,1399.31,44.0,None,0,Equipment Supplier 6 (IND),42,64.7,14.0,5.07,15,23.0,0.0,0,51.4,Medium Risk
PO100692,2025-02-04,SUP1018,Packaging Supplier 11 (IND),MAT2029,Packaging Item 9,Packaging,30,30801.19,924035.71,1113.43,USD,2025-04-17,2025-05-09,Delivered,Overdue,Sarah Ahmed,Lagos,0,0.12,0,296.17,1181.42,28.0,None,0,Packaging Supplier 11 (IND),68,91.4,10.7,7.14,65,23.9,22.0,1,38.4,Medium Risk
PO100693,2026-02-06,SUP1038,Services Supplier 11 (CHI),MAT2060,Services Item 7,Services,612,152163.89,93124303.1,88419.38,USD,2026-04-25,,Pending,Pending,Chidi Eze,Lagos,0,0.16,0,357.31,1785.13,32.0,None,0,Services Supplier 11 (CHI),79,75.9,7.0,1.97,75,24.0,,0,23.2,Low Risk
PO100694,2025-07-09,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,717,483844.07,346916195.63,,NGN,2025-07-22,2025-08-18,Delivered,Pending,John Obi,Kano,1,0.38,0,312.5,1494.33,44.0,None,0,Raw Materials Supplier 7 (NIG),78,94.7,11.0,5.51,63,21.7,27.0,1,34.7,Medium Risk
PO100695,2024-12-27,SUP1021,Equipment Supplier 3 (NIG),MAT2043,Equipment Item 5,Equipment,456,73799.7,33652664.11,,NGN,2025-03-13,2025-03-12,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.27,1,231.53,1156.39,50.0,None,0,Equipment Supplier 3 (NIG),35,60.7,7.8,2.32,52,21.4,-1.0,0,44.8,Medium Risk
PO100696,2024-04-13,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,597,314128.76,187534867.23,191223.81,USD,2024-07-01,2024-07-01,Delivered,Paid,Chidi Eze,Ibadan,1,0.71,0,240.71,904.46,48.0,None,0,Equipment Supplier 2 (CHI),40,61.3,5.4,5.79,70,7.3,0.0,0,45.3,Medium Risk
PO100697,2024-11-30,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,590,505629.04,298321131.13,,NGN,2024-12-13,2024-12-21,Delivered,Paid,Chidi Eze,Ibadan,0,0.16,0,244.62,1232.94,40.0,None,0,Raw Materials Supplier 7 (NIG),78,78.3,5.2,2.5,70,16.5,8.0,1,23.8,Low Risk
PO100698,2025-07-25,SUP1025,Equipment Supplier 7 (GER),MAT2051,Equipment Item 13,Equipment,453,51980.27,23547061.5,22411.21,USD,2025-09-24,2025-10-05,Delivered,Overdue,Chidi Eze,Kano,1,0.71,0,256.13,1498.71,62.0,None,0,Equipment Supplier 7 (GER),81,66.8,9.5,5.28,47,12.1,11.0,1,34.3,Medium Risk
PO100699,2024-08-27,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,652,34817.93,22701288.95,15234.05,USD,2024-10-16,2024-10-24,Delivered,Overdue,Sarah Ahmed,Kano,1,0.62,0,232.44,1034.55,68.0,None,0,Raw Materials Supplier 2 (UK),73,65.1,4.2,7.42,81,24.2,8.0,1,36.3,Medium Risk
PO100700,2025-08-23,SUP1031,Services Supplier 4 (NIG),MAT2054,Services Item 1,Services,967,297168.55,287361984.12,,NGN,2025-10-23,2025-11-20,Delivered,Overdue,John Obi,Lagos,1,0.8,0,313.64,1348.19,65.0,None,0,Services Supplier 4 (NIG),77,70.6,10.5,4.83,71,23.9,28.0,1,36.7,Medium Risk
PO100701,2024-07-28,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,874,318275.84,278173080.7,263690.53,USD,2024-10-15,2024-10-14,Delivered,Overdue,Sarah Ahmed,Ibadan,1,0.82,0,231.34,1031.03,54.0,None,0,Equipment Supplier 2 (CHI),62,69.9,12.9,6.12,49,16.3,-1.0,0,45.4,Medium Risk
PO100702,2025-12-17,SUP1015,Packaging Supplier 8 (NIG),MAT2025,Packaging Item 5,Packaging,272,87528.56,23807767.07,,NGN,2026-01-30,2026-01-30,Delivered,Paid,John Obi,Lagos,0,0.26,1,288.34,1673.99,44.0,Port Closure,4,Packaging Supplier 8 (NIG),84,93.4,2.6,2.69,24,20.3,0.0,0,25.6,Low Risk
PO100703,2024-11-02,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,485,459109.34,222668029.43,139776.03,USD,2024-12-26,2024-12-23,Delivered,Pending,John Obi,Lagos,0,0.19,0,271.27,1139.66,34.0,None,0,Equipment Supplier 7 (GER),71,87.8,14.3,6.32,71,20.3,-3.0,0,40.5,Medium Risk
PO100704,2024-11-15,SUP1027,Equipment Supplier 9 (IND),MAT2050,Equipment Item 12,Equipment,684,270729.89,185179246.37,140774.15,USD,2024-12-24,2024-12-24,Delivered,Paid,John Obi,Lagos,0,0.31,0,240.79,1075.27,25.0,None,0,Equipment Supplier 9 (IND),35,79.9,2.4,1.54,57,16.4,0.0,0,34.5,Medium Risk
PO100705,2025-01-11,SUP1020,Equipment Supplier 2 (CHI),MAT2050,Equipment Item 12,Equipment,897,221442.29,198633733.57,126997.92,USD,2025-02-19,2025-02-19,Delivered,Paid,John Obi,Lagos,0,0.27,1,251.38,1169.76,46.0,None,0,Equipment Supplier 2 (CHI),36,83.0,14.4,2.94,87,7.6,0.0,0,51.3,Medium Risk
PO100706,2025-10-01,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,544,258373.8,140555345.22,111169.32,USD,2025-10-17,2025-11-14,Delivered,Paid,John Obi,Kano,1,0.78,0,262.68,1383.42,48.0,None,0,Raw Materials Supplier 8 (USA),78,61.4,7.0,6.24,21,8.8,28.0,1,32.4,Medium Risk
