po_number,supplier_id,supplier_name,po_date,expected_delivery_date,actual_delivery_date,actual_lead_days,expected_lead_days,lead_time_variance,lateness_flag
PO102465,SUP1010,Packaging Supplier 3 (NIG),2025-11-18,2026-01-01,2026-01-11,54,44,10,1
PO100716,SUP1010,Packaging Supplier 3 (NIG),2025-12-12,2026-02-07,2026-02-02,52,57,-5,0
PO100482,SUP1010,Packaging Supplier 3 (NIG),2025-12-16,2025-12-30,2025-12-30,14,14,0,0
PO100533,SUP1010,Packaging Supplier 3 (NIG),2025-12-20,2026-02-02,2026-02-02,44,44,0,0
PO101109,SUP1010,Packaging Supplier 3 (NIG),2026-01-16,2026-01-31,2026-01-26,10,15,-5,0
PO100063,SUP1010,Packaging Supplier 3 (NIG),2026-01-18,2026-01-30,2026-02-13,26,12,14,1
PO100378,SUP1010,Packaging Supplier 3 (NIG),2026-02-02,2026-02-16,2026-02-16,14,14,0,0
PO100572,SUP1012,Packaging Supplier 5 (USA),2024-02-25,2024-03-29,2024-04-21,56,33,23,1
PO102034,SUP1012,Packaging Supplier 5 (USA),2024-02-25,2024-03-11,2024-03-11,15,15,0,0
PO100826,SUP1012,Packaging Supplier 5 (USA),2024-03-04,2024-04-01,2024-03-30,26,28,-2,0
PO100809,SUP1012,Packaging Supplier 5 (USA),2024-03-05,2024-05-16,2024-06-02,89,72,17,1
PO102453,SUP1012,Packaging Supplier 5 (USA),2024-03-12,2024-05-16,2024-06-03,83,65,18,1
PO101449,SUP1012,Packaging Supplier 5 (USA),2024-03-19,2024-04-25,2024-04-25,37,37,0,0
PO101527,SUP1012,Packaging Supplier 5 (USA),2024-03-20,2024-05-24,2024-06-22,94,65,29,1
PO101253,SUP1012,Packaging Supplier 5 (USA),2024-04-10,2024-05-17,2024-06-08,59,37,22,1
PO101658,SUP1012,Packaging Supplier 5 (USA),2024-04-11,2024-04-27,2024-04-27,16,16,0,0
PO100008,SUP1012,Packaging Supplier 5 (USA),2024-04-12,2024-06-23,2024-06-30,79,72,7,1
PO100301,SUP1012,Packaging Supplier 5 (USA),2024-04-22,2024-07-10,2024-07-16,85,79,6,1
PO100273,SUP1012,Packaging Supplier 5 (USA),2024-04-24,2024-07-04,2024-07-02,69,71,-2,0
PO102287,SUP1012,Packaging Supplier 5 (USA),2024-04-27,2024-06-10,2024-06-10,44,44,0,0
PO101614,SUP1012,Packaging Supplier 5 (USA),2024-06-05,2024-08-22,2024-09-02,89,78,11,1
PO102251,SUP1012,Packaging Supplier 5 (USA),2024-06-17,2024-07-24,2024-08-10,54,37,17,1
PO101887,SUP1012,Packaging Supplier 5 (USA),2024-06-18,2024-07-25,2024-08-07,50,37,13,1
PO101414,SUP1012,Packaging Supplier 5 (USA),2024-06-22,2024-07-29,2024-08-03,42,37,5,1
PO101424,SUP1012,Packaging Supplier 5 (USA),2024-06-26,2024-08-09,2024-08-09,44,44,0,0
PO102337,SUP1012,Packaging Supplier 5 (USA),2024-07-02,2024-08-27,2024-09-11,71,56,15,1
PO101815,SUP1012,Packaging Supplier 5 (USA),2024-07-07,2024-07-21,2024-07-25,18,14,4,1
PO101791,SUP1012,Packaging Supplier 5 (USA),2024-07-21,2024-08-27,2024-09-06,47,37,10,1
PO102009,SUP1012,Packaging Supplier 5 (USA),2024-07-25,2024-10-12,2024-11-01,99,79,20,1
PO101278,SUP1012,Packaging Supplier 5 (USA),2024-08-03,2024-09-05,2024-09-29,57,33,24,1
PO100763,SUP1012,Packaging Supplier 5 (USA),2024-08-05,2024-10-16,2024-11-01,88,72,16,1
PO100957,SUP1012,Packaging Supplier 5 (USA),2024-08-08,2024-09-05,2024-09-12,35,28,7,1
PO100832,SUP1012,Packaging Supplier 5 (USA),2024-08-21,2024-11-10,2024-11-20,91,81,10,1
PO100708,SUP1012,Packaging Supplier 5 (USA),2024-08-22,2024-11-02,2024-11-28,98,72,26,1
PO100304,SUP1012,Packaging Supplier 5 (USA),2024-09-18,2024-09-30,2024-10-15,27,12,15,1
PO102223,SUP1012,Packaging Supplier 5 (USA),2024-09-25,2024-11-20,2024-11-30,66,56,10,1
PO100898,SUP1012,Packaging Supplier 5 (USA),2024-09-29,2024-12-03,2024-12-14,76,65,11,1
PO100170,SUP1012,Packaging Supplier 5 (USA),2024-10-01,2024-10-15,2024-10-18,17,14,3,1
PO100871,SUP1012,Packaging Supplier 5 (USA),2024-10-19,2024-11-02,2024-11-17,29,14,15,1
PO100611,SUP1012,Packaging Supplier 5 (USA),2024-10-30,2024-11-27,2024-11-28,29,28,1,1
PO101380,SUP1012,Packaging Supplier 5 (USA),2024-11-02,2025-01-22,2025-01-22,81,81,0,0
PO102166,SUP1012,Packaging Supplier 5 (USA),2024-11-23,2024-12-05,2024-12-25,32,12,20,1
PO102063,SUP1012,Packaging Supplier 5 (USA),2024-12-20,2025-03-08,2025-03-08,78,78,0,0
PO101019,SUP1012,Packaging Supplier 5 (USA),2024-12-23,2025-02-05,2025-02-05,44,44,0,0
PO100315,SUP1012,Packaging Supplier 5 (USA),2024-12-25,2025-01-31,2025-02-04,41,37,4,1
PO101491,SUP1012,Packaging Supplier 5 (USA),2024-12-26,2025-03-17,2025-03-26,90,81,9,1
PO100995,SUP1012,Packaging Supplier 5 (USA),2025-01-17,2025-03-02,2025-03-01,43,44,-1,0
PO101188,SUP1012,Packaging Supplier 5 (USA),2025-01-23,2025-03-21,2025-03-23,59,57,2,1
PO100911,SUP1012,Packaging Supplier 5 (USA),2025-01-30,2025-02-14,2025-02-14,15,15,0,0
PO101355,SUP1012,Packaging Supplier 5 (USA),2025-02-21,2025-04-07,2025-04-25,63,45,18,1
PO100615,SUP1012,Packaging Supplier 5 (USA),2025-03-09,2025-05-13,2025-05-13,65,65,0,0
PO100830,SUP1012,Packaging Supplier 5 (USA),2025-03-15,2025-06-01,2025-05-31,77,78,-1,0
PO101045,SUP1012,Packaging Supplier 5 (USA),2025-03-30,2025-05-02,2025-05-03,34,33,1,1
PO100411,SUP1012,Packaging Supplier 5 (USA),2025-04-14,2025-06-25,2025-07-24,101,72,29,1
PO100188,SUP1012,Packaging Supplier 5 (USA),2025-04-18,2025-05-16,2025-06-06,49,28,21,1
PO102118,SUP1012,Packaging Supplier 5 (USA),2025-04-29,2025-05-14,2025-05-10,11,15,-4,0
PO101059,SUP1012,Packaging Supplier 5 (USA),2025-05-09,2025-05-23,2025-06-15,37,14,23,1
PO100843,SUP1012,Packaging Supplier 5 (USA),2025-05-22,2025-06-06,2025-06-06,15,15,0,0
PO100466,SUP1012,Packaging Supplier 5 (USA),2025-05-25,2025-06-08,2025-06-30,36,14,22,1
PO100245,SUP1012,Packaging Supplier 5 (USA),2025-07-09,2025-08-11,2025-08-11,33,33,0,0
PO100683,SUP1012,Packaging Supplier 5 (USA),2025-07-18,2025-08-24,2025-08-23,36,37,-1,0
PO102008,SUP1012,Packaging Supplier 5 (USA),2025-07-18,2025-09-13,2025-09-09,53,57,-4,0
PO100498,SUP1012,Packaging Supplier 5 (USA),2025-08-08,2025-08-23,2025-08-23,15,15,0,0
PO100165,SUP1012,Packaging Supplier 5 (USA),2025-08-09,2025-10-05,2025-10-20,72,57,15,1
PO101430,SUP1012,Packaging Supplier 5 (USA),2025-08-20,2025-09-05,2025-09-05,16,16,0,0
PO100239,SUP1012,Packaging Supplier 5 (USA),2025-08-27,2025-11-14,2025-11-14,79,79,0,0
PO101655,SUP1012,Packaging Supplier 5 (USA),2025-08-27,2025-09-10,2025-09-10,14,14,0,0
PO102193,SUP1012,Packaging Supplier 5 (USA),2025-09-05,2025-09-21,2025-09-21,16,16,0,0
PO101657,SUP1012,Packaging Supplier 5 (USA),2025-09-16,2025-10-31,2025-11-12,57,45,12,1
PO101315,SUP1012,Packaging Supplier 5 (USA),2025-09-20,2025-11-24,2025-11-25,66,65,1,1
PO100078,SUP1012,Packaging Supplier 5 (USA),2025-09-25,2025-12-15,2025-12-24,90,81,9,1
PO100888,SUP1012,Packaging Supplier 5 (USA),2025-09-26,2025-10-08,2025-10-25,29,12,17,1
PO102208,SUP1012,Packaging Supplier 5 (USA),2025-09-30,2025-12-04,2025-11-29,60,65,-5,0
PO101434,SUP1012,Packaging Supplier 5 (USA),2025-10-05,2025-12-15,2025-12-18,74,71,3,1
PO101361,SUP1012,Packaging Supplier 5 (USA),2025-10-16,2025-12-27,2025-12-22,67,72,-5,0
PO101693,SUP1012,Packaging Supplier 5 (USA),2025-11-07,2026-01-02,2026-01-02,56,56,0,0
PO102060,SUP1012,Packaging Supplier 5 (USA),2025-11-10,2025-12-08,2025-12-15,35,28,7,1
PO102220,SUP1012,Packaging Supplier 5 (USA),2025-11-26,2026-02-05,2026-02-05,71,71,0,0
PO100394,SUP1012,Packaging Supplier 5 (USA),2025-12-13,2026-02-08,2026-02-10,59,57,2,1
PO101083,SUP1012,Packaging Supplier 5 (USA),2025-12-17,2025-12-31,2026-01-12,26,14,12,1
PO102003,SUP1012,Packaging Supplier 5 (USA),2025-12-22,2026-02-17,2026-02-19,59,57,2,1
PO100595,SUP1012,Packaging Supplier 5 (USA),2026-01-18,2026-02-20,2026-02-15,28,33,-5,0
PO100976,SUP1013,Packaging Supplier 6 (NIG),2024-02-28,2024-03-27,2024-04-23,55,28,27,1
PO101812,SUP1013,Packaging Supplier 6 (NIG),2024-03-13,2024-04-10,2024-04-27,45,28,17,1
PO101169,SUP1013,Packaging Supplier 6 (NIG),2024-03-20,2024-05-31,2024-06-19,91,72,19,1
PO100489,SUP1013,Packaging Supplier 6 (NIG),2024-03-28,2024-04-30,2024-04-30,33,33,0,0
PO101326,SUP1013,Packaging Supplier 6 (NIG),2024-05-09,2024-07-19,2024-08-10,93,71,22,1
PO101734,SUP1013,Packaging Supplier 6 (NIG),2024-05-15,2024-07-25,2024-07-25,71,71,0,0
PO100462,SUP1013,Packaging Supplier 6 (NIG),2024-05-16,2024-07-26,2024-07-26,71,71,0,0
PO102037,SUP1013,Packaging Supplier 6 (NIG),2024-05-16,2024-08-03,2024-07-30,75,79,-4,0
PO101232,SUP1013,Packaging Supplier 6 (NIG),2024-05-20,2024-08-06,2024-09-02,105,78,27,1
PO101015,SUP1013,Packaging Supplier 6 (NIG),2024-05-30,2024-07-26,2024-07-30,61,57,4,1
PO100928,SUP1013,Packaging Supplier 6 (NIG),2024-05-31,2024-07-15,2024-08-06,67,45,22,1
PO100855,SUP1013,Packaging Supplier 6 (NIG),2024-06-17,2024-09-03,2024-09-22,97,78,19,1
PO102367,SUP1013,Packaging Supplier 6 (NIG),2024-06-27,2024-07-12,2024-08-06,40,15,25,1
PO102040,SUP1013,Packaging Supplier 6 (NIG),2024-07-01,2024-09-18,2024-10-05,96,79,17,1
PO102292,SUP1013,Packaging Supplier 6 (NIG),2024-07-02,2024-09-21,2024-10-16,106,81,25,1
PO101947,SUP1013,Packaging Supplier 6 (NIG),2024-07-12,2024-09-22,2024-10-09,89,72,17,1
PO102024,SUP1013,Packaging Supplier 6 (NIG),2024-07-19,2024-09-13,2024-09-13,56,56,0,0
PO100589,SUP1013,Packaging Supplier 6 (NIG),2024-07-22,2024-08-28,2024-09-16,56,37,19,1
PO102485,SUP1013,Packaging Supplier 6 (NIG),2024-08-19,2024-08-31,2024-09-27,39,12,27,1
PO102242,SUP1013,Packaging Supplier 6 (NIG),2024-08-24,2024-11-03,2024-11-03,71,71,0,0
PO102139,SUP1013,Packaging Supplier 6 (NIG),2024-08-25,2024-10-09,2024-10-09,45,45,0,0
PO101461,SUP1013,Packaging Supplier 6 (NIG),2024-09-06,2024-09-21,2024-10-12,36,15,21,1
PO102333,SUP1013,Packaging Supplier 6 (NIG),2024-09-25,2024-12-06,2025-01-05,102,72,30,1
PO100089,SUP1013,Packaging Supplier 6 (NIG),2024-09-29,2024-10-15,2024-11-01,33,16,17,1
PO101092,SUP1013,Packaging Supplier 6 (NIG),2024-10-07,2024-12-24,2024-12-24,78,78,0,0
PO102309,SUP1013,Packaging Supplier 6 (NIG),2024-10-12,2024-10-24,2024-11-19,38,12,26,1
PO100009,SUP1013,Packaging Supplier 6 (NIG),2024-10-31,2025-01-20,2025-01-21,82,81,1,1
PO100728,SUP1013,Packaging Supplier 6 (NIG),2024-11-17,2025-01-13,2025-02-06,81,57,24,1
PO100194,SUP1013,Packaging Supplier 6 (NIG),2024-12-17,2025-02-11,2025-02-26,71,56,15,1
PO101542,SUP1013,Packaging Supplier 6 (NIG),2024-12-19,2025-03-08,2025-03-24,95,79,16,1
PO100218,SUP1013,Packaging Supplier 6 (NIG),2024-12-23,2025-03-11,2025-03-11,78,78,0,0
PO101937,SUP1013,Packaging Supplier 6 (NIG),2024-12-24,2025-02-27,2025-03-22,88,65,23,1
PO102130,SUP1013,Packaging Supplier 6 (NIG),2025-01-02,2025-01-30,2025-01-31,29,28,1,1
PO101830,SUP1013,Packaging Supplier 6 (NIG),2025-01-31,2025-04-13,2025-05-03,92,72,20,1
PO101289,SUP1013,Packaging Supplier 6 (NIG),2025-02-06,2025-02-22,2025-03-05,27,16,11,1
PO101076,SUP1013,Packaging Supplier 6 (NIG),2025-02-07,2025-03-07,2025-03-22,43,28,15,1
PO100318,SUP1013,Packaging Supplier 6 (NIG),2025-03-09,2025-05-20,2025-05-31,83,72,11,1
PO100087,SUP1013,Packaging Supplier 6 (NIG),2025-03-12,2025-05-22,2025-06-21,101,71,30,1
PO100808,SUP1013,Packaging Supplier 6 (NIG),2025-03-27,2025-06-14,2025-06-09,74,79,-5,0
PO101925,SUP1013,Packaging Supplier 6 (NIG),2025-04-08,2025-05-06,2025-05-18,40,28,12,1
PO101197,SUP1013,Packaging Supplier 6 (NIG),2025-04-10,2025-06-27,2025-06-27,78,78,0,0
PO102373,SUP1013,Packaging Supplier 6 (NIG),2025-04-11,2025-06-22,2025-06-17,67,72,-5,0
PO101213,SUP1013,Packaging Supplier 6 (NIG),2025-04-26,2025-05-11,2025-05-06,10,15,-5,0
PO102346,SUP1013,Packaging Supplier 6 (NIG),2025-05-16,2025-07-27,2025-08-13,89,72,17,1
PO100831,SUP1013,Packaging Supplier 6 (NIG),2025-05-20,2025-07-24,2025-07-21,62,65,-3,0
PO102078,SUP1013,Packaging Supplier 6 (NIG),2025-06-19,2025-07-04,2025-07-10,21,15,6,1
PO101974,SUP1013,Packaging Supplier 6 (NIG),2025-06-29,2025-09-09,2025-09-13,76,72,4,1
PO101290,SUP1013,Packaging Supplier 6 (NIG),2025-07-12,2025-07-26,2025-07-26,14,14,0,0
PO100800,SUP1013,Packaging Supplier 6 (NIG),2025-07-21,2025-09-30,2025-10-05,76,71,5,1
PO101576,SUP1013,Packaging Supplier 6 (NIG),2025-07-27,2025-09-09,2025-09-09,44,44,0,0
PO101539,SUP1013,Packaging Supplier 6 (NIG),2025-08-03,2025-08-17,2025-08-27,24,14,10,1
PO102486,SUP1013,Packaging Supplier 6 (NIG),2025-08-16,2025-08-31,2025-08-31,15,15,0,0
PO100873,SUP1013,Packaging Supplier 6 (NIG),2025-08-27,2025-11-06,2025-11-25,90,71,19,1
PO101127,SUP1013,Packaging Supplier 6 (NIG),2025-09-19,2025-10-01,2025-10-20,31,12,19,1
PO102022,SUP1013,Packaging Supplier 6 (NIG),2025-09-20,2025-11-24,2025-12-16,87,65,22,1
PO100453,SUP1013,Packaging Supplier 6 (NIG),2025-10-02,2025-12-13,2025-12-25,84,72,12,1
PO100449,SUP1013,Packaging Supplier 6 (NIG),2025-10-07,2025-12-03,2026-01-01,86,57,29,1
PO100836,SUP1013,Packaging Supplier 6 (NIG),2025-10-18,2025-11-03,2025-11-18,31,16,15,1
PO101406,SUP1013,Packaging Supplier 6 (NIG),2025-10-18,2025-10-30,2025-10-30,12,12,0,0
PO100133,SUP1013,Packaging Supplier 6 (NIG),2025-11-02,2026-01-20,2026-01-20,79,79,0,0
PO102051,SUP1013,Packaging Supplier 6 (NIG),2025-11-03,2025-11-15,2025-11-26,23,12,11,1
PO100652,SUP1013,Packaging Supplier 6 (NIG),2025-11-08,2025-11-20,2025-12-02,24,12,12,1
PO100774,SUP1013,Packaging Supplier 6 (NIG),2025-11-11,2025-12-25,2026-01-23,73,44,29,1
PO100413,SUP1013,Packaging Supplier 6 (NIG),2025-11-14,2025-12-12,2025-12-18,34,28,6,1
PO102069,SUP1013,Packaging Supplier 6 (NIG),2025-11-24,2025-12-31,2025-12-31,37,37,0,0
PO101453,SUP1013,Packaging Supplier 6 (NIG),2025-11-26,2026-01-10,2026-02-05,71,45,26,1
PO102409,SUP1013,Packaging Supplier 6 (NIG),2026-01-08,2026-01-20,2026-01-24,16,12,4,1
PO100891,SUP1013,Packaging Supplier 6 (NIG),2026-01-22,2026-02-19,2026-02-24,33,28,5,1
PO101215,SUP1015,Packaging Supplier 8 (NIG),2024-03-10,2024-05-30,2024-06-21,103,81,22,1
PO101178,SUP1015,Packaging Supplier 8 (NIG),2024-04-05,2024-04-17,2024-05-05,30,12,18,1
PO101562,SUP1015,Packaging Supplier 8 (NIG),2024-05-03,2024-05-19,2024-05-19,16,16,0,0
PO101240,SUP1015,Packaging Supplier 8 (NIG),2024-05-27,2024-07-03,2024-07-03,37,37,0,0
PO102331,SUP1015,Packaging Supplier 8 (NIG),2024-05-30,2024-06-27,2024-07-12,43,28,15,1
PO100780,SUP1015,Packaging Supplier 8 (NIG),2024-06-04,2024-08-24,2024-08-24,81,81,0,0
PO100431,SUP1015,Packaging Supplier 8 (NIG),2024-06-13,2024-06-25,2024-06-25,12,12,0,0
PO100454,SUP1015,Packaging Supplier 8 (NIG),2024-07-23,2024-08-20,2024-08-20,28,28,0,0
PO100215,SUP1015,Packaging Supplier 8 (NIG),2024-08-09,2024-10-13,2024-11-11,94,65,29,1
PO101632,SUP1015,Packaging Supplier 8 (NIG),2024-08-15,2024-10-25,2024-10-26,72,71,1,1
PO102194,SUP1015,Packaging Supplier 8 (NIG),2024-08-17,2024-10-01,2024-10-01,45,45,0,0
PO102316,SUP1015,Packaging Supplier 8 (NIG),2024-08-20,2024-09-17,2024-09-17,28,28,0,0
PO100472,SUP1015,Packaging Supplier 8 (NIG),2024-08-29,2024-09-10,2024-10-03,35,12,23,1
PO101690,SUP1015,Packaging Supplier 8 (NIG),2024-09-21,2024-11-05,2024-11-12,52,45,7,1
PO100847,SUP1015,Packaging Supplier 8 (NIG),2024-10-14,2024-10-28,2024-11-27,44,14,30,1
PO101309,SUP1015,Packaging Supplier 8 (NIG),2024-10-19,2024-11-03,2024-12-01,43,15,28,1
PO100538,SUP1015,Packaging Supplier 8 (NIG),2024-10-25,2025-01-04,2025-01-27,94,71,23,1
PO101148,SUP1015,Packaging Supplier 8 (NIG),2024-11-19,2025-01-14,2025-02-05,78,56,22,1
PO101985,SUP1015,Packaging Supplier 8 (NIG),2024-11-20,2024-12-27,2025-01-08,49,37,12,1
PO102007,SUP1015,Packaging Supplier 8 (NIG),2024-12-07,2025-02-17,2025-03-13,96,72,24,1
PO102095,SUP1015,Packaging Supplier 8 (NIG),2024-12-24,2025-02-27,2025-02-27,65,65,0,0
PO100876,SUP1015,Packaging Supplier 8 (NIG),2025-01-06,2025-01-18,2025-01-18,12,12,0,0
PO101835,SUP1015,Packaging Supplier 8 (NIG),2025-01-12,2025-02-14,2025-02-14,33,33,0,0
PO100504,SUP1015,Packaging Supplier 8 (NIG),2025-01-16,2025-02-18,2025-02-18,33,33,0,0
PO100649,SUP1015,Packaging Supplier 8 (NIG),2025-01-17,2025-02-02,2025-03-01,43,16,27,1
PO101565,SUP1015,Packaging Supplier 8 (NIG),2025-01-23,2025-03-01,2025-03-28,64,37,27,1
PO101809,SUP1015,Packaging Supplier 8 (NIG),2025-02-04,2025-02-19,2025-02-19,15,15,0,0
PO102291,SUP1015,Packaging Supplier 8 (NIG),2025-02-05,2025-04-17,2025-05-12,96,71,25,1
PO101399,SUP1015,Packaging Supplier 8 (NIG),2025-02-16,2025-04-29,2025-05-25,98,72,26,1
PO101141,SUP1015,Packaging Supplier 8 (NIG),2025-02-24,2025-05-06,2025-06-05,101,71,30,1
PO100723,SUP1015,Packaging Supplier 8 (NIG),2025-03-22,2025-05-17,2025-05-30,69,56,13,1
PO101375,SUP1015,Packaging Supplier 8 (NIG),2025-03-22,2025-04-05,2025-04-21,30,14,16,1
PO102112,SUP1015,Packaging Supplier 8 (NIG),2025-03-25,2025-04-10,2025-04-10,16,16,0,0
PO100515,SUP1015,Packaging Supplier 8 (NIG),2025-03-26,2025-06-13,2025-06-28,94,79,15,1
PO100960,SUP1015,Packaging Supplier 8 (NIG),2025-03-29,2025-05-25,2025-05-28,60,57,3,1
PO100640,SUP1015,Packaging Supplier 8 (NIG),2025-03-31,2025-05-27,2025-05-27,57,57,0,0
PO100840,SUP1015,Packaging Supplier 8 (NIG),2025-04-05,2025-06-15,2025-06-20,76,71,5,1
PO102113,SUP1015,Packaging Supplier 8 (NIG),2025-04-12,2025-06-07,2025-06-07,56,56,0,0
PO101637,SUP1015,Packaging Supplier 8 (NIG),2025-04-15,2025-04-30,2025-04-30,15,15,0,0
PO100526,SUP1015,Packaging Supplier 8 (NIG),2025-04-22,2025-07-12,2025-07-12,81,81,0,0
PO100006,SUP1015,Packaging Supplier 8 (NIG),2025-05-22,2025-07-06,2025-07-11,50,45,5,1
PO101561,SUP1015,Packaging Supplier 8 (NIG),2025-06-02,2025-06-18,2025-06-24,22,16,6,1
PO101732,SUP1015,Packaging Supplier 8 (NIG),2025-06-03,2025-08-23,2025-09-07,96,81,15,1
PO101567,SUP1015,Packaging Supplier 8 (NIG),2025-06-04,2025-07-11,2025-07-11,37,37,0,0
PO100747,SUP1015,Packaging Supplier 8 (NIG),2025-06-12,2025-06-28,2025-06-28,16,16,0,0
PO102056,SUP1015,Packaging Supplier 8 (NIG),2025-06-22,2025-07-25,2025-07-25,33,33,0,0
PO102298,SUP1015,Packaging Supplier 8 (NIG),2025-06-27,2025-09-16,2025-10-10,105,81,24,1
PO100731,SUP1015,Packaging Supplier 8 (NIG),2025-07-12,2025-08-09,2025-09-01,51,28,23,1
PO101837,SUP1015,Packaging Supplier 8 (NIG),2025-07-13,2025-07-28,2025-08-20,38,15,23,1
PO100184,SUP1015,Packaging Supplier 8 (NIG),2025-07-26,2025-10-15,2025-10-15,81,81,0,0
PO101134,SUP1015,Packaging Supplier 8 (NIG),2025-07-28,2025-10-08,2025-10-17,81,72,9,1
PO101577,SUP1015,Packaging Supplier 8 (NIG),2025-07-30,2025-08-13,2025-08-13,14,14,0,0
PO100915,SUP1015,Packaging Supplier 8 (NIG),2025-08-10,2025-10-30,2025-11-23,105,81,24,1
PO100792,SUP1015,Packaging Supplier 8 (NIG),2025-08-22,2025-09-19,2025-09-29,38,28,10,1
PO100753,SUP1015,Packaging Supplier 8 (NIG),2025-08-29,2025-10-25,2025-11-19,82,57,25,1
PO101455,SUP1015,Packaging Supplier 8 (NIG),2025-09-02,2025-09-16,2025-09-23,21,14,7,1
PO101720,SUP1015,Packaging Supplier 8 (NIG),2025-09-09,2025-11-13,2025-11-17,69,65,4,1
PO101310,SUP1015,Packaging Supplier 8 (NIG),2025-10-01,2025-11-15,2025-11-20,50,45,5,1
PO100090,SUP1015,Packaging Supplier 8 (NIG),2025-10-04,2025-12-22,2026-01-21,109,79,30,1
PO101856,SUP1015,Packaging Supplier 8 (NIG),2025-10-04,2025-11-29,2025-12-26,83,56,27,1
PO101939,SUP1015,Packaging Supplier 8 (NIG),2025-10-19,2025-12-29,2026-01-27,100,71,29,1
PO102322,SUP1015,Packaging Supplier 8 (NIG),2025-11-01,2025-12-08,2025-12-08,37,37,0,0
PO102319,SUP1015,Packaging Supplier 8 (NIG),2025-11-24,2026-02-13,2026-02-13,81,81,0,0
PO101028,SUP1015,Packaging Supplier 8 (NIG),2025-12-06,2026-02-22,2026-02-22,78,78,0,0
PO101679,SUP1015,Packaging Supplier 8 (NIG),2025-12-07,2026-01-21,2026-01-21,45,45,0,0
PO100702,SUP1015,Packaging Supplier 8 (NIG),2025-12-17,2026-01-30,2026-01-30,44,44,0,0
PO100743,SUP1015,Packaging Supplier 8 (NIG),2025-12-19,2025-12-31,2026-01-28,40,12,28,1
PO100909,SUP1015,Packaging Supplier 8 (NIG),2026-01-03,2026-02-17,2026-02-17,45,45,0,0
PO102433,SUP1015,Packaging Supplier 8 (NIG),2026-01-22,2026-02-06,2026-02-06,15,15,0,0
PO101168,SUP1017,Packaging Supplier 10 (IND),2024-03-11,2024-04-13,2024-05-08,58,33,25,1
PO100354,SUP1017,Packaging Supplier 10 (IND),2024-03-18,2024-05-14,2024-05-14,57,57,0,0
PO100532,SUP1017,Packaging Supplier 10 (IND),2024-03-21,2024-05-16,2024-05-16,56,56,0,0
PO100321,SUP1017,Packaging Supplier 10 (IND),2024-03-31,2024-04-12,2024-04-17,17,12,5,1
PO100881,SUP1017,Packaging Supplier 10 (IND),2024-04-18,2024-07-06,2024-07-14,87,79,8,1
PO102334,SUP1017,Packaging Supplier 10 (IND),2024-04-23,2024-05-21,2024-05-21,28,28,0,0
PO101302,SUP1017,Packaging Supplier 10 (IND),2024-04-27,2024-06-23,2024-06-24,58,57,1,1
PO100425,SUP1017,Packaging Supplier 10 (IND),2024-05-05,2024-05-17,2024-05-17,12,12,0,0
PO100241,SUP1017,Packaging Supplier 10 (IND),2024-05-21,2024-06-05,2024-06-05,15,15,0,0
PO100767,SUP1017,Packaging Supplier 10 (IND),2024-06-05,2024-07-12,2024-07-12,37,37,0,0
PO101356,SUP1017,Packaging Supplier 10 (IND),2024-06-06,2024-08-23,2024-08-27,82,78,4,1
PO101730,SUP1017,Packaging Supplier 10 (IND),2024-07-07,2024-09-24,2024-10-20,105,79,26,1
PO101818,SUP1017,Packaging Supplier 10 (IND),2024-07-07,2024-08-20,2024-09-05,60,44,16,1
PO102283,SUP1017,Packaging Supplier 10 (IND),2024-07-11,2024-08-17,2024-09-02,53,37,16,1
PO101401,SUP1017,Packaging Supplier 10 (IND),2024-07-18,2024-08-31,2024-09-17,61,44,17,1
PO100918,SUP1017,Packaging Supplier 10 (IND),2024-07-30,2024-10-19,2024-10-17,79,81,-2,0
PO100922,SUP1017,Packaging Supplier 10 (IND),2024-08-10,2024-08-26,2024-08-26,16,16,0,0
PO102338,SUP1017,Packaging Supplier 10 (IND),2024-08-15,2024-08-30,2024-09-28,44,15,29,1
PO101057,SUP1017,Packaging Supplier 10 (IND),2024-08-20,2024-10-31,2024-11-01,73,72,1,1
PO101348,SUP1017,Packaging Supplier 10 (IND),2024-09-14,2024-11-18,2024-11-23,70,65,5,1
PO100446,SUP1017,Packaging Supplier 10 (IND),2024-09-16,2024-10-01,2024-10-01,15,15,0,0
PO101782,SUP1017,Packaging Supplier 10 (IND),2024-09-16,2024-10-14,2024-10-14,28,28,0,0
PO100288,SUP1017,Packaging Supplier 10 (IND),2024-09-19,2024-10-01,2024-10-01,12,12,0,0
PO100988,SUP1017,Packaging Supplier 10 (IND),2024-09-19,2024-10-17,2024-10-31,42,28,14,1
PO100617,SUP1017,Packaging Supplier 10 (IND),2024-09-23,2024-12-13,2024-12-13,81,81,0,0
PO101195,SUP1017,Packaging Supplier 10 (IND),2024-10-02,2024-10-18,2024-11-15,44,16,28,1
PO101762,SUP1017,Packaging Supplier 10 (IND),2024-10-08,2024-12-28,2025-01-06,90,81,9,1
PO101718,SUP1017,Packaging Supplier 10 (IND),2024-10-15,2025-01-01,2025-01-11,88,78,10,1
PO102281,SUP1017,Packaging Supplier 10 (IND),2024-11-16,2024-11-28,2024-11-30,14,12,2,1
PO100079,SUP1017,Packaging Supplier 10 (IND),2024-12-04,2025-02-07,2025-02-07,65,65,0,0
PO100779,SUP1017,Packaging Supplier 10 (IND),2024-12-12,2025-01-09,2025-01-09,28,28,0,0
